author_id,tweet_id,time_zone,utc_offset,access
4496497823,993301914191319042,International Date Line West,-39600,2018-05-07 01:30:05
3244921294,993254043266011139,Pacific Time (US & Canada),-25200,2018-05-06 23:24:46
2980011777,993270377223741440,Pacific Time (US & Canada),-25200,2018-05-06 23:24:46
618011830,992864201952677889,Athens,10800,2018-05-06 13:43:37
2968326713,993124126071115777,Eastern Time (US & Canada),-14400,2018-05-06 13:43:37
954124423,993159442601570304,Atlantic Time (Canada),-10800,2018-05-06 18:05:31
3089155533,993210385506488320,Bern,7200,2018-05-07 05:42:11
917488062216704000,993365357246275584,Pacific Time (US & Canada),-25200,2018-05-07 05:42:11
3244921294,993237851709100040,Pacific Time (US & Canada),-25200,2018-05-06 21:22:23
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 19:12:04
753415806,993206783194869762,Central Time (US & Canada),-18000,2018-05-06 19:12:04
954124423,993221198803800064,Atlantic Time (Canada),-10800,2018-05-07 00:30:49
954124423,993221198803800064,Atlantic Time (Canada),-10800,2018-05-06 20:20:08
2753220014,993223912740749313,Eastern Time (US & Canada),-14400,2018-05-06 20:20:08
954124423,993221198803800064,Atlantic Time (Canada),-10800,2018-05-07 03:40:43
3281246306,993334789183803392,Eastern Time (US & Canada),-14400,2018-05-07 03:40:43
981941182879162368,993102076262658048,Central Time (US & Canada),-18000,2018-05-06 12:44:47
748506529087750144,993109320157065216,Pacific Time (US & Canada),-25200,2018-05-06 12:44:47
380648579,993150897801826309,Paris,7200,2018-05-07 07:19:25
790205666916966402,993152500718030848,London,3600,2018-05-07 07:19:25
298595926,993389826840907776,Madrid,7200,2018-05-07 07:19:25
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-06 23:30:23
738153522277945344,993268109510234112,Pacific Time (US & Canada),-25200,2018-05-07 00:33:03
954124423,993221198803800064,Atlantic Time (Canada),-10800,2018-05-07 01:37:20
3089155533,993162764146348033,Bern,7200,2018-05-06 16:59:04
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-07 02:42:29
806465743957225474,993238907897700358,Pacific Time (US & Canada),-25200,2018-05-06 21:27:28
457779786,993240857741545473,Amsterdam,7200,2018-05-06 21:27:28
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 21:27:52
335039054,993240958379606017,Atlantic Time (Canada),-10800,2018-05-06 21:27:52
813914393788481540,993236352912281600,Pacific Time (US & Canada),-25200,2018-05-06 22:33:27
738153522277945344,992912379150090240,Pacific Time (US & Canada),-25200,2018-05-06 13:48:27
954124423,993159442601570304,Atlantic Time (Canada),-10800,2018-05-06 20:24:21
954124423,993159442601570304,Atlantic Time (Canada),-10800,2018-05-07 00:37:10
954124423,993221198803800064,Atlantic Time (Canada),-10800,2018-05-07 02:45:33
4898091,993406190322372608,London,3600,2018-05-07 08:25:36
526110917,993406482384326656,Riga,10800,2018-05-07 08:25:36
955730343021219840,993151544651546624,Pacific Time (US & Canada),-25200,2018-05-06 15:52:09
3176101,993156472514187264,Dublin,3600,2018-05-06 15:52:09
1071964740,993225006183321600,Stockholm,7200,2018-05-06 20:27:35
897619242,993225879865176064,London,3600,2018-05-06 20:27:57
2459717767,993406735699279873,London,3600,2018-05-07 08:27:17
738153522277945344,993268109510234112,Pacific Time (US & Canada),-25200,2018-05-07 07:29:07
954124423,993164260632092672,Atlantic Time (Canada),-10800,2018-05-06 18:15:54
302111485,992969974313439233,Eastern Time (US & Canada),-14400,2018-05-06 12:50:43
1656147890,992974508599504896,Atlantic Time (Canada),-10800,2018-05-06 12:50:43
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-07 02:47:33
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-07 02:48:57
4776757226,993321761654521856,Pacific Time (US & Canada),-25200,2018-05-07 02:48:57
954124423,993159442601570304,Atlantic Time (Canada),-10800,2018-05-06 17:06:34
821622097214636034,993175200094076928,Pacific Time (US & Canada),-25200,2018-05-06 17:06:34
116754180,993090514089119745,London,3600,2018-05-06 11:52:18
365854454,993096112276832257,Beijing,28800,2018-05-06 11:52:18
954124423,993221198803800064,Atlantic Time (Canada),-10800,2018-05-07 04:57:03
384582545,993353999058460672,America/Chicago,-18000,2018-05-07 04:57:03
738153522277945344,993268109510234112,Pacific Time (US & Canada),-25200,2018-05-07 02:50:47
100270699,993322223023869953,Pacific Time (US & Canada),-25200,2018-05-07 02:50:47
247495419,993406203727437826,Tallinn,10800,2018-05-07 08:31:15
715176126323286016,993407904257593344,Istanbul,10800,2018-05-07 08:31:15
748506529087750144,993193399191818242,Pacific Time (US & Canada),-25200,2018-05-06 18:18:53
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-06 21:36:41
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-07 02:52:21
798250897,993322617275854848,Pacific Time (US & Canada),-25200,2018-05-07 02:52:21
954124423,992609748875988997,Atlantic Time (Canada),-10800,2018-05-06 15:56:12
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 18:21:43
1110165342,993323087046299648,Pacific Time (US & Canada),-25200,2018-05-07 02:54:13
18118505,993246452938887169,Quito,-18000,2018-05-06 23:44:26
4501155257,993274242702692352,Eastern Time (US & Canada),-14400,2018-05-06 23:44:26
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-06 21:41:35
74311481,993244410317037568,Eastern Time (US & Canada),-14400,2018-05-06 21:41:35
287843201,992741701407117312,America/Los_Angeles,-25200,2018-05-07 02:56:43
67514751,993323716187688961,Eastern Time (US & Canada),-14400,2018-05-07 02:56:43
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-07 02:56:58
954124423,993164260632092672,Atlantic Time (Canada),-10800,2018-05-06 20:38:50
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-07 02:57:09
